station,catchment-no,district,latitude,longitude
bhula *-sirohi,405.0,sirohi,"240 35"" N","720 59"" E"
moras *-sirohi,405.0,sirohi,"240 42"" N","720 41"" E"
sirohi-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sheoganj-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
pindwara-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
reodar-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
abu road-sirohi,107.0,sirohi,"240 47"" N","730 03"" E"
mount abu-sirohi,107.0,sirohi,"240 38"" N","720 32"" E"
mount abu (a)-sirohi,107.0,sirohi,"240 38"" N","720 32"" E"
surup sagar-sirohi,,sirohi,"25020"" N","730 49"" E"
ora *-sirohi,405.0,sirohi,"240 55"" N","720 43"" E"
sukri *-sirohi,405.0,sirohi,"240 42"" N","720 54"" E"
bhula *-sirohi,405.0,sirohi,"240 35"" N","720 59"" E"
moras *-sirohi,405.0,sirohi,"240 42"" N","720 41"" E"
wakria *-sirohi,405.0,sirohi,"240 47"" N","720 38"" E"
w. banas *-sirohi,405.0,sirohi,"240 32"" N","730 32"" E"
padrada *-sirohi,405.0,sirohi,"240 32"" N","730 32"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
pindwara-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
reodar-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
abu road-sirohi,107.0,sirohi,"240 47"" N","730 03"" E"
mount abu-sirohi,107.0,sirohi,"240 38"" N","720 32"" E"
ora dam  *-sirohi,,sirohi,"25020"" N","730 49"" E"
morase *-sirohi,405.0,sirohi,"240 55"" N","720 43"" E"
sarup sagar *-sirohi,405.0,sirohi,"240 42"" N","720 54"" E"
w. banas *-sirohi,405.0,sirohi,"240 35"" N","720 59"" E"
bhula *-sirohi,405.0,sirohi,"240 42"" N","720 41"" E"
sukri *-sirohi,405.0,sirohi,"240 47"" N","720 38"" E"
wakria *-sirohi,405.0,sirohi,"240 32"" N","730 32"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
pindwara-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
reodar-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
abu road-sirohi,107.0,sirohi,"240 47"" N","730 03"" E"
mount abu-sirohi,107.0,sirohi,"240 38"" N","720 32"" E"
ora dam  *-sirohi,,sirohi,"25020"" N","730 49"" E"
morase *-sirohi,405.0,sirohi,"240 55"" N","720 43"" E"
sarup sagar *-sirohi,405.0,sirohi,"240 42"" N","720 54"" E"
w. banas *-sirohi,405.0,sirohi,"240 35"" N","720 59"" E"
bhula *-sirohi,405.0,sirohi,"240 42"" N","720 41"" E"
sukri *-sirohi,405.0,sirohi,"240 47"" N","720 38"" E"
wakria *-sirohi,405.0,sirohi,"240 32"" N","730 32"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
pindwara-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
reodar-sirohi,107.0,sirohi,"24048"" N","720 51"" E"
abu road-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
mount abu-sirohi,107.0,sirohi,"24048"" N","720 51"" E"
danta-sirohi,,sirohi,"25020"" N","730 49"" E"
moras-sirohi,,sirohi,"24005"" N","720 54"" E"
wakaria-sirohi,,sirohi,"24048"" N","720 51"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
pindwara-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
reodar-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
abu road-sirohi,107.0,sirohi,"240 47"" N","730 03"" E"
mount abu-sirohi,107.0,sirohi,"240 38"" N","720 32"" E"
ora dam  *-sirohi,,sirohi,"25020"" N","730 49"" E"
akhelao *-sirohi,,sirohi,,
danta *-sirohi,405.0,sirohi,"240 55"" N","730 03"" E"
morase *-sirohi,405.0,sirohi,"240 55"" N","720 43"" E"
sarup sagar *-sirohi,405.0,sirohi,"240 42"" N","720 54"" E"
kadambari *-sirohi,405.0,sirohi,"240 35"" N","720 59"" E"
bhula *-sirohi,405.0,sirohi,"240 42"" N","720 41"" E"
godana *-sirohi,405.0,sirohi,"240 47"" N","720 38"" E"
wakria *-sirohi,405.0,sirohi,"240 32"" N","730 32"" E"
tokra *-sirohi,405.0,sirohi,"240 38"" N","720 48"" E"
poidra *-sirohi,405.0,sirohi,"240 35"" N","720 45"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
pindwara-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
reodar-sirohi,107.0,sirohi,"24048"" N","720 51"" E"
abu road-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
mount abu-sirohi,107.0,sirohi,"24048"" N","720 51"" E"
ora dam *-sirohi,,sirohi,"25020"" N","730 49"" E"
akhelao *-sirohi,,sirohi,"24005"" N","720 54"" E"
danta*-sirohi,,sirohi,"24048"" N","720 51"" E"
moras *-sirohi,,sirohi,"24005"" N","720 54"" E"
sarup sagar *-sirohi,,sirohi,"24055"" N","730 03"" E"
kadambari *-sirohi,,sirohi,"24045"" N","730 05"" E"
west banas*-sirohi,,sirohi,"24005"" N","720 54"" E"
bhula *-sirohi,,sirohi,"24005"" N","720 54"" E"
godana-sirohi,,sirohi,"24005"" N","720 54"" E"
sukri-sirohi,,sirohi,"24005"" N","720 54"" E"
tokra *-sirohi,,sirohi,"24005"" N","720 54"" E"
padrada-sirohi,,sirohi,"24005"" N","720 54"" E"
wakria *-sirohi,,sirohi,"24005"" N","720 54"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
pindwara-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
reodar-sirohi,107.0,sirohi,"24048"" N","720 51"" E"
abu road-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
mount abu-sirohi,107.0,sirohi,"24048"" N","720 51"" E"
ora dam *-sirohi,,sirohi,"25020"" N","730 49"" E"
akhelao *-sirohi,,sirohi,"24005"" N","720 54"" E"
danta*-sirohi,,sirohi,"24048"" N","720 51"" E"
moras *-sirohi,,sirohi,"24005"" N","720 54"" E"
sarup sagar *-sirohi,,sirohi,"24055"" N","730 03"" E"
kadambari *-sirohi,,sirohi,"24045"" N","730 05"" E"
west banas*-sirohi,,sirohi,"24005"" N","720 54"" E"
bhula *-sirohi,,sirohi,"24005"" N","720 54"" E"
godana-sirohi,,sirohi,"24005"" N","720 54"" E"
sukri-sirohi,,sirohi,"24005"" N","720 54"" E"
tokra *-sirohi,,sirohi,"24005"" N","720 54"" E"
poidra*-sirohi,,sirohi,"24005"" N","720 54"" E"
wakria *-sirohi,,sirohi,"24005"" N","720 54"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
pindwara-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
reodar-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
abu road-sirohi,107.0,sirohi,"240 47"" N","730 03"" E"
mount abu-sirohi,107.0,sirohi,"240 38"" N","720 32"" E"
ora dam  *-sirohi,,sirohi,"25020"" N","730 49"" E"
akhelao *-sirohi,,sirohi,,
mansarovar *-sirohi,,sirohi,"24048"" N","720 51"" E"
danta *-sirohi,405.0,sirohi,"240 55"" N","730 03"" E"
morase-sirohi,405.0,sirohi,"240 55"" N","720 43"" E"
sarup sagar *-sirohi,405.0,sirohi,"240 42"" N","720 54"" E"
kadambari *-sirohi,405.0,sirohi,"240 35"" N","720 59"" E"
w. banas-sirohi,,sirohi,,
bhula *-sirohi,405.0,sirohi,"240 42"" N","720 41"" E"
godana *-sirohi,405.0,sirohi,"240 47"" N","720 38"" E"
dhurbana *-sirohi,405.0,sirohi,"240 32"" N","730 32"" E"
sukri-sirohi,405.0,sirohi,"240 38"" N","720 48"" E"
tokra *-sirohi,405.0,sirohi,"240 35"" N","720 45"" E"
butri *-sirohi,405.0,sirohi,"240 35"" N","720 45"" E"
padrada *-sirohi,405.0,sirohi,"240 35"" N","720 45"" E"
sunrise-valley *-sirohi,405.0,sirohi,"240 35"" N","720 45"" E"
wakria *-sirohi,405.0,sirohi,"240 35"" N","720 45"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
abu road-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
mount abu-sirohi,107.0,sirohi,"24048"" N","720 51"" E"
pindwara-sirohi,107.0,sirohi,"240 47"" N","730 03"" E"
reodhar-sirohi,107.0,sirohi,"240 38"" N","720 32"" E"
ora dam *-sirohi,,sirohi,"25020"" N","730 49"" E"
akhelao *-sirohi,,sirohi,"24005"" N","720 54"" E"
danta*-sirohi,,sirohi,"24048"" N","720 51"" E"
moras *-sirohi,,sirohi,"24005"" N","720 54"" E"
sarup sagar *-sirohi,,sirohi,"24055"" N","730 03"" E"
kadambari *-sirohi,,sirohi,"24045"" N","730 05"" E"
west banas*-sirohi,,sirohi,"24005"" N","720 54"" E"
bhula *-sirohi,,sirohi,"24005"" N","720 54"" E"
kundal *-sirohi,,sirohi,"24005"" N","720 54"" E"
godana *-sirohi,,sirohi,"24005"" N","720 54"" E"
tokra *-sirohi,,sirohi,"24005"" N","720 54"" E"
poidra *-sirohi,,sirohi,"24005"" N","720 54"" E"
wakria *-sirohi,,sirohi,"24005"" N","720 54"" E"
bagdori *-sirohi,,sirohi,"24005"" N","720 54"" E"
dhurbana *-sirohi,,sirohi,"24005"" N","720 54"" E"
bhutri *-sirohi,,sirohi,"24005"" N","720 54"" E"
guru sikhar *-sirohi,,sirohi,"24005"" N","720 54"" E"
sukri *-sirohi,,sirohi,"24005"" N","720 54"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
abu road-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
mount abu-sirohi,107.0,sirohi,"24048"" N","720 51"" E"
pindwara-sirohi,107.0,sirohi,"240 47"" N","730 03"" E"
reodhar-sirohi,107.0,sirohi,"240 38"" N","720 32"" E"
ora dam *-sirohi,,sirohi,"25020"" N","730 49"" E"
akhelao *-sirohi,,sirohi,"24005"" N","720 54"" E"
danta*-sirohi,,sirohi,"24048"" N","720 51"" E"
moras *-sirohi,,sirohi,"24005"" N","720 54"" E"
sarup sagar *-sirohi,,sirohi,"24055"" N","730 03"" E"
kadambari *-sirohi,,sirohi,"24045"" N","730 05"" E"
west banas*-sirohi,,sirohi,"24005"" N","720 54"" E"
bhula *-sirohi,,sirohi,"24005"" N","720 54"" E"
kundal *-sirohi,,sirohi,"24005"" N","720 54"" E"
godana *-sirohi,,sirohi,"24005"" N","720 54"" E"
tokra *-sirohi,,sirohi,"24005"" N","720 54"" E"
poidra *-sirohi,,sirohi,"24005"" N","720 54"" E"
wakria *-sirohi,,sirohi,"24005"" N","720 54"" E"
bagdori *-sirohi,,sirohi,"24005"" N","720 54"" E"
dhurbana *-sirohi,,sirohi,"24005"" N","720 54"" E"
bhutri *-sirohi,,sirohi,"24005"" N","720 54"" E"
guru sikhar *-sirohi,,sirohi,"24005"" N","720 54"" E"
sukri *-sirohi,,sirohi,"24005"" N","720 54"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
abu road-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
mount abu-sirohi,107.0,sirohi,"24048"" N","720 51"" E"
pindwara-sirohi,107.0,sirohi,"240 47"" N","730 03"" E"
reodhar-sirohi,107.0,sirohi,"240 38"" N","720 32"" E"
ora dam *-sirohi,,sirohi,"25020"" N","730 49"" E"
akhelao *-sirohi,,sirohi,"24005"" N","720 54"" E"
danta*-sirohi,,sirohi,"24048"" N","720 51"" E"
moras *-sirohi,,sirohi,"24005"" N","720 54"" E"
sarup sagar *-sirohi,,sirohi,"24055"" N","730 03"" E"
kadambari *-sirohi,,sirohi,"24045"" N","730 05"" E"
west banas*-sirohi,,sirohi,"24005"" N","720 54"" E"
bhula *-sirohi,,sirohi,"24005"" N","720 54"" E"
kundal *-sirohi,,sirohi,"24005"" N","720 54"" E"
godana *-sirohi,,sirohi,"24005"" N","720 54"" E"
tokra *-sirohi,,sirohi,"24005"" N","720 54"" E"
poidra *-sirohi,,sirohi,"24005"" N","720 54"" E"
wakria *-sirohi,,sirohi,"24005"" N","720 54"" E"
bagdori *-sirohi,,sirohi,"24005"" N","720 54"" E"
dhurbana *-sirohi,,sirohi,"24005"" N","720 54"" E"
bhutri *-sirohi,,sirohi,"24005"" N","720 54"" E"
guru sikhar *-sirohi,,sirohi,"24005"" N","720 54"" E"
sukri *-sirohi,,sirohi,"24005"" N","720 54"" E"
sunrise vally *-sirohi,107.0,sirohi,"24005"" N","720 54"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
abu road-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
mount abu-sirohi,107.0,sirohi,"24048"" N","720 51"" E"
pindwara-sirohi,107.0,sirohi,"240 47"" N","730 03"" E"
reodhar-sirohi,107.0,sirohi,"240 38"" N","720 32"" E"
ora dam *-sirohi,,sirohi,"25020"" N","730 49"" E"
akhelao *-sirohi,,sirohi,"24005"" N","720 54"" E"
danta*-sirohi,,sirohi,"24048"" N","720 51"" E"
moras *-sirohi,,sirohi,"24005"" N","720 54"" E"
sarup sagar *-sirohi,,sirohi,"24055"" N","730 03"" E"
kadambari *-sirohi,,sirohi,"24045"" N","730 05"" E"
west banas*-sirohi,,sirohi,"24005"" N","720 54"" E"
bhula *-sirohi,,sirohi,"24005"" N","720 54"" E"
kundal *-sirohi,,sirohi,"24005"" N","720 54"" E"
godana *-sirohi,,sirohi,"24005"" N","720 54"" E"
tokra *-sirohi,,sirohi,"24005"" N","720 54"" E"
poidra *-sirohi,,sirohi,"24005"" N","720 54"" E"
wakria *-sirohi,,sirohi,"24005"" N","720 54"" E"
bagdori *-sirohi,,sirohi,"24005"" N","720 54"" E"
dhurbana *-sirohi,,sirohi,"24005"" N","720 54"" E"
bhutri *-sirohi,,sirohi,"24005"" N","720 54"" E"
guru sikhar *-sirohi,,sirohi,"24005"" N","720 54"" E"
sukri *-sirohi,,sirohi,"24005"" N","720 54"" E"
sunrise vally *-sirohi,107.0,sirohi,"24005"" N","720 54"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
abu road-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
mount abu-sirohi,107.0,sirohi,"24048"" N","720 51"" E"
pindwara-sirohi,107.0,sirohi,"240 47"" N","730 03"" E"
reodhar-sirohi,107.0,sirohi,"240 38"" N","720 32"" E"
ora dam *-sirohi,,sirohi,"25020"" N","730 49"" E"
akhelao *-sirohi,,sirohi,"24005"" N","720 54"" E"
danta*-sirohi,,sirohi,"24048"" N","720 51"" E"
moras *-sirohi,,sirohi,"24005"" N","720 54"" E"
sarup sagar *-sirohi,,sirohi,"24055"" N","730 03"" E"
kadambari *-sirohi,,sirohi,"24045"" N","730 05"" E"
west banas*-sirohi,,sirohi,"24005"" N","720 54"" E"
bhula *-sirohi,,sirohi,"24005"" N","720 54"" E"
kundal *-sirohi,,sirohi,"24005"" N","720 54"" E"
godana *-sirohi,,sirohi,"24005"" N","720 54"" E"
tokra *-sirohi,,sirohi,"24005"" N","720 54"" E"
poidra *-sirohi,,sirohi,"24005"" N","720 54"" E"
wakria *-sirohi,,sirohi,"24005"" N","720 54"" E"
bagdori *-sirohi,,sirohi,"24005"" N","720 54"" E"
dhurbana *-sirohi,,sirohi,"24005"" N","720 54"" E"
bhutri *-sirohi,,sirohi,"24005"" N","720 54"" E"
guru sikhar *-sirohi,,sirohi,"24005"" N","720 54"" E"
sukri *-sirohi,,sirohi,"24005"" N","720 54"" E"
sunrise vally *-sirohi,107.0,sirohi,"24005"" N","720 54"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
abu road-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
mount abu-sirohi,107.0,sirohi,"24048"" N","720 51"" E"
pindwara-sirohi,107.0,sirohi,"240 47"" N","730 03"" E"
reodhar-sirohi,107.0,sirohi,"240 38"" N","720 32"" E"
ora dam *-sirohi,,sirohi,"25020"" N","730 49"" E"
akhelao *-sirohi,,sirohi,"24005"" N","720 54"" E"
danta*-sirohi,,sirohi,"24048"" N","720 51"" E"
moras *-sirohi,,sirohi,"24005"" N","720 54"" E"
sarup sagar *-sirohi,,sirohi,"24055"" N","730 03"" E"
kadambari *-sirohi,,sirohi,"24045"" N","730 05"" E"
west banas*-sirohi,,sirohi,"24005"" N","720 54"" E"
bhula *-sirohi,,sirohi,"24005"" N","720 54"" E"
kundal *-sirohi,,sirohi,"24005"" N","720 54"" E"
godana *-sirohi,,sirohi,"24005"" N","720 54"" E"
tokra *-sirohi,,sirohi,"24005"" N","720 54"" E"
poidra *-sirohi,,sirohi,"24005"" N","720 54"" E"
wakria *-sirohi,,sirohi,"24005"" N","720 54"" E"
bagdori *-sirohi,,sirohi,"24005"" N","720 54"" E"
dhurbana *-sirohi,,sirohi,"24005"" N","720 54"" E"
bhutri *-sirohi,,sirohi,"24005"" N","720 54"" E"
guru sikhar *-sirohi,,sirohi,"24005"" N","720 54"" E"
sukri *-sirohi,,sirohi,"24005"" N","720 54"" E"
sunrise vally *-sirohi,107.0,sirohi,"24005"" N","720 54"" E"
mount abu (a)-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
sirohi-sirohi,107.0,sirohi,"240 53"" N","720 52"" E"
sheoganj-sirohi,108.0,sirohi,"250 07"" N","730 04"" E"
abu road-sirohi,107.0,sirohi,"240 29"" N","720 48"" E"
mount abu-sirohi,107.0,sirohi,"24036"" N","720 43"" E"
pindwara-sirohi,107.0,sirohi,"240 47"" N","730 03"" E"
reodhar-sirohi,107.0,sirohi,"240 38"" N","720 32"" E"
ora dam  *-sirohi,,sirohi,"25020"" N","730 49"" E"
akhelao *-sirohi,,sirohi,,
danta*-sirohi,,sirohi,"24048"" N","720 51"" E"
* sarup sagar-sirohi,405.0,sirohi,"240 55"" N","730 03"" E"
* kadambari-sirohi,405.0,sirohi,"240 55"" N","720 43"" E"
w.banas *-sirohi,405.0,sirohi,"240 42"" N","720 54"" E"
bhula *-sirohi,405.0,sirohi,"240 35"" N","720 59"" E"
godana *-sirohi,,sirohi,,
tokra *-sirohi,405.0,sirohi,"240 42"" N","720 41"" E"
poidra *-sirohi,405.0,sirohi,"240 47"" N","720 38"" E"
bhutri *-sirohi,405.0,sirohi,"240 32"" N","730 32"" E"
gurusikhar *-sirohi,405.0,sirohi,"240 38"" N","720 48"" E"
sunrise vally *-sirohi,405.0,sirohi,"240 35"" N","720 45"" E"
baswa-dausa,406.0,dausa,"27009"" N","76035"" E"
dausa-dausa,406.0,dausa,"26054"" N","76020"" E"
lalsot-dausa,406.0,dausa,"26033"" N","76020"" E"
mahuwa-dausa,406.0,dausa,"27003"" N","76055"" E"
sikrai-dausa,406.0,dausa,"26055"" N","76042"" E"
senthal sagar *-dausa,406.0,dausa,"27006"" N","76020"" E"
rahwas *-dausa,406.0,dausa,,
raidia *-dausa,406.0,dausa,,
bandikui *-dausa,406.0,dausa,,
morel dam*-dausa,406.0,dausa,"26027"" N","76022"" E"
mahuwa*-dausa,406.0,dausa,,
lalsot*-dausa,406.0,dausa,,
sikrai*-dausa,406.0,dausa,,
baswa-dausa,406.0,dausa,"27009"" N","76035"" E"
dausa-dausa,406.0,dausa,"26054"" N","76020"" E"
lalsot-dausa,406.0,dausa,"26033"" N","76020"" E"
mahuwa-dausa,406.0,dausa,"27003"" N","76055"" E"
sikrai-dausa,406.0,dausa,"26055"" N","76042"" E"
senthal sagar *-dausa,406.0,dausa,"27006"" N","76020"" E"
rahwas *-dausa,406.0,dausa,,
raidia *-dausa,406.0,dausa,,
bandikui *-dausa,406.0,dausa,,
morel dam*-dausa,406.0,dausa,"26027"" N","76022"" E"
mahuwa*-dausa,406.0,dausa,,
lalsot*-dausa,406.0,dausa,,
sikrai*-dausa,406.0,dausa,,
baswa-dausa,406.0,dausa,"27009"" N","76035"" E"
dausa-dausa,406.0,dausa,"26054"" N","76020"" E"
lalsot-dausa,406.0,dausa,"26033"" N","76020"" E"
mahuwa-dausa,406.0,dausa,"27003"" N","76055"" E"
sikrai-dausa,406.0,dausa,"26055"" N","76042"" E"
senthal sagar *-dausa,406.0,dausa,"27006"" N","76020"" E"
rahwas *-dausa,406.0,dausa,,
raidia *-dausa,406.0,dausa,,
bandikui *-dausa,406.0,dausa,,
morel dam*-dausa,406.0,dausa,"26027"" N","76022"" E"
baswa-dausa,406.0,dausa,"27009"" N","76035"" E"
dausa-dausa,406.0,dausa,"26054"" N","76020"" E"
lalsot-dausa,406.0,dausa,"26033"" N","76020"" E"
mahuwa-dausa,406.0,dausa,"27003"" N","76055"" E"
sikrai-dausa,406.0,dausa,"26055"" N","76042"" E"
senthal sagar *-dausa,406.0,dausa,"27006"" N","76020"" E"
rahwas *-dausa,406.0,dausa,,
raidia *-dausa,406.0,dausa,,
bandikui *-dausa,406.0,dausa,,
morel dam*-dausa,406.0,dausa,"26027"" N","76022"" E"
baswa-dausa,406.0,dausa,"270 09"" N","760 35"" E"
dausa-nan,406.0,nan,"260 54"" N","760 20"" E"
lalsot-dausa,406.0,dausa,"260 33"" N","760 20"" E"
mahuwa-dausa,406.0,dausa,"270 03"" N","760 55"" E"
sikrai-dausa,406.0,dausa,"260 55"" N","760 42"" E"
senthal sagar *-dausa,406.0,dausa,"270 06"" N","760 20"" E"
rahwas *-dausa,406.0,dausa,,
raidia *-dausa,406.0,dausa,,
bandikui *-dausa,406.0,dausa,,
morel dam*-dausa,406.0,dausa,,
baswa-dausa,406.0,dausa,"270 09"" N","760 35"" E"
dausa-nan,406.0,nan,"260 54"" N","760 20"" E"
lalsot-dausa,406.0,dausa,"260 33"" N","760 20"" E"
mahuwa-dausa,406.0,dausa,"270 03"" N","760 55"" E"
sikrai-dausa,406.0,dausa,"260 55"" N","760 42"" E"
senthal sagar *-dausa,406.0,dausa,"270 06"" N","760 20"" E"
rahwas *-dausa,406.0,dausa,,
raidia *-dausa,406.0,dausa,,
bandikui *-dausa,406.0,dausa,,
morel dam*-dausa,406.0,dausa,,
baswa-dausa,406.0,dausa,"270 09"" N","760 35"" E"
dausa-nan,406.0,nan,"260 54"" N","760 20"" E"
lalsot-dausa,406.0,dausa,"260 33"" N","760 20"" E"
mahuwa-dausa,406.0,dausa,"270 03"" N","760 55"" E"
sikrai-dausa,406.0,dausa,"260 55"" N","760 42"" E"
senthal sagar *-dausa,406.0,dausa,"270 06"" N","760 20"" E"
rahwas *-dausa,406.0,dausa,,
raidia *-dausa,406.0,dausa,,
bandikui *-dausa,406.0,dausa,,
morel dam*-dausa,406.0,dausa,,
baswa-dausa,406.0,dausa,"270 09"" N","760 35"" E"
dausa-nan,406.0,nan,"260 54"" N","760 20"" E"
lalsot-dausa,406.0,dausa,"260 33"" N","760 20"" E"
mahuwa-dausa,406.0,dausa,"270 03"" N","760 55"" E"
sikrai-dausa,406.0,dausa,"260 55"" N","760 42"" E"
senthal sagar *-dausa,406.0,dausa,"270 06"" N","760 20"" E"
rahwas *-dausa,406.0,dausa,,
raidia *-dausa,406.0,dausa,,
bandikui *-dausa,406.0,dausa,,
morel dam*-dausa,406.0,dausa,,
baswa-dausa,406.0,dausa,"270 09"" N","760 35"" E"
dausa-nan,406.0,nan,"260 54"" N","760 20"" E"
lalsot-dausa,406.0,dausa,"260 33"" N","760 20"" E"
mahuwa-dausa,406.0,dausa,"270 03"" N","760 55"" E"
sikrai-dausa,406.0,dausa,"260 55"" N","760 42"" E"
senthal sagar *-dausa,406.0,dausa,"270 06"" N","760 20"" E"
rahwas *-dausa,406.0,dausa,,
raidia *-dausa,406.0,dausa,,
bandikui *-dausa,406.0,dausa,,
morel dam*-dausa,406.0,dausa,,
baswa-dausa,406.0,dausa,"270 09"" N","760 35"" E"
dausa-nan,406.0,nan,"260 54"" N","760 20"" E"
lalsot-dausa,406.0,dausa,"260 33"" N","760 20"" E"
mahuwa-dausa,406.0,dausa,"270 03"" N","760 55"" E"
sikrai-dausa,406.0,dausa,"260 55"" N","760 42"" E"
senthal sagar *-dausa,406.0,dausa,,
rahwas *-dausa,406.0,dausa,,
raidia *-dausa,406.0,dausa,,
bandikui *-dausa,406.0,dausa,,
baswa-dausa,,dausa,,
dausa-nan,,nan,,
lalsot-dausa,,dausa,,
mahuwa-dausa,,dausa,,
sikrai-dausa,,dausa,,
senthal sagar *-dausa,,dausa,,
rahwas *-dausa,,dausa,,
raidia *-dausa,,dausa,,
dausa (irri) *-dausa,,dausa,,
bandikui *-dausa,,dausa,,
baswa-dausa,,dausa,,
dausa-nan,,nan,,
lalsot-dausa,,dausa,,
mahuwa-dausa,,dausa,,
sikrai-dausa,,dausa,,
senthal sagar *-dausa,,dausa,,
rahwas *-dausa,,dausa,,
raidia *-dausa,,dausa,,
dausa (irri) *-dausa,,dausa,,
bandikui *-dausa,,dausa,,
baswa-dausa,,dausa,,
dausa-nan,,nan,,
lalsot-dausa,,dausa,,
mahuwa-dausa,,dausa,,
sikrai-dausa,,dausa,,
senthal sagar *-dausa,,dausa,,
rahwas *-dausa,,dausa,,
raidia *-dausa,,dausa,,
dausa (irri) *-dausa,,dausa,,
bandikui *-dausa,,dausa,,
baswa-dausa,,dausa,,
dausa-nan,,nan,,
lalsot-dausa,,dausa,,
mauwa-dausa,,dausa,,
sikrai-dausa,,dausa,,
senthal sagar *-dausa,,dausa,,
rahwas *-dausa,,dausa,,
raidio *-dausa,,dausa,,
dausa (irri) *-dausa,,dausa,,
dausa-dausa,,dausa,,
baswa-nan,,nan,,
lalsot-dausa,,dausa,,
mauha-dausa,,dausa,,
sikraya-dausa,,dausa,,
reria dam(irr)-dausa,,dausa,,
morel dam(irr)-dausa,,dausa,,
bandikui(irr)-dausa,,dausa,,
